date,month_year,boutique_id,boutique_name,market,category,product,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,waitlist_count,sales_velocity,unit_cost_usd
2025-03-28,Mar 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,80,Low,Low,8,0.2,259608.6
2025-04-27,Apr 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,55,Low,Low,4,0.0,259608.6
2025-05-27,May 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,60,Low,Low,8,0.0,259608.6
2025-06-26,Jun 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,16,Low,Low,2,0.0,259608.6
2025-07-26,Jul 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,82,Low,Low,4,0.0,259608.6
2025-08-25,Aug 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,46,Low,Low,10,0.0,259608.6
2025-09-24,Sep 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,38,High,Low,15,0.2,259608.6
2025-10-24,Oct 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,37,High,Low,6,0.0,259608.6
2025-11-23,Nov 2025,jp-2,Aurelle Omotesando Tokyo,Japan,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,62,Low,Low,7,0.0,259608.6
2024-07-01,Jul 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,71,Low,Low,13,0.0,259608.6
2024-07-31,Jul 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,74,Low,Low,13,0.0,259608.6
2024-08-30,Aug 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,78,Low,Low,1,0.0,259608.6
2024-09-29,Sep 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,28,Low,Low,7,0.0,259608.6
2024-10-29,Oct 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,50,High,Low,8,0.2,259608.6
2024-11-28,Nov 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,22,Low,Low,9,0.0,259608.6
2024-12-28,Dec 2024,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,21,Low,Low,2,0.2,259608.6
2025-01-27,Jan 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,48,Low,Low,14,0.0,259608.6
2025-02-26,Feb 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,32,Low,Low,14,0.2,259608.6
2025-03-28,Mar 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,66,High,Low,13,0.2,259608.6
2025-04-27,Apr 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,80,Low,Low,1,0.0,259608.6
2025-05-27,May 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,84,Low,Low,13,0.2,259608.6
2025-06-26,Jun 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,38,Low,Low,3,0.0,259608.6
2025-07-26,Jul 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,49,Low,Low,8,0.0,259608.6
2025-08-25,Aug 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,80,Low,Low,12,0.0,259608.6
2025-09-24,Sep 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,87,High,Low,8,0.2,259608.6
2025-10-24,Oct 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,58,Low,Low,3,0.2,259608.6
2025-11-23,Nov 2025,jp-3,Aurelle Shinsaibashi Osaka,Japan,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,39,Low,Low,13,0.0,259608.6
2024-07-01,Jul 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,3,2,2,4.0,1,16,Medium,Low,32,0.5,259608.6
2024-07-31,Jul 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,3,3,3,4.3,1,22,Low,Low,20,0.7,259608.6
2024-08-30,Aug 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,3,3,3,4.3,1,44,Low,Low,22,0.7,259608.6
2024-09-29,Sep 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,4,3,4,5.7,1,14,Low,Low,2,0.7,259608.6
2024-10-29,Oct 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,5,4,4,4.0,2,25,Low,Low,32,1.0,259608.6
2024-11-28,Nov 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,4,3,5,7.1,1,23,Low,Medium,15,0.7,259608.6
2024-12-28,Dec 2024,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,5,4,3,3.0,2,15,Medium,Low,20,1.0,259608.6
2025-01-27,Jan 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,5,5,4,3.3,2,17,Low,Low,15,1.2,259608.6
2025-02-26,Feb 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,5,5,5,4.2,2,27,Low,Low,20,1.2,259608.6
2025-03-28,Mar 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,4,4,4,4.0,1,28,Low,Low,7,1.0,259608.6
2025-04-27,Apr 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,3,3,4,5.7,1,10,Low,Medium,20,0.7,259608.6
2025-05-27,May 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,4,4,5,5.0,1,24,Low,Medium,25,1.0,259608.6
2025-06-26,Jun 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,3,2,3,6.0,1,22,Low,Low,20,0.5,259608.6
2025-07-26,Jul 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,3,3,2,2.9,1,44,Medium,Low,12,0.7,259608.6
2025-08-25,Aug 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,3,2,3,6.0,1,30,Low,Low,25,0.5,259608.6
2025-09-24,Sep 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,4,4,2,2.0,1,14,Medium,Low,2,1.0,259608.6
2025-10-24,Oct 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,5,4,6,6.0,2,45,Low,Low,30,1.0,259608.6
2025-11-23,Nov 2025,kr-1,Aurelle Cheongdam Maison Seoul,South Korea,High Jewellery,Maison Panthère Necklace,4,3,4,5.7,1,11,Low,Low,15,0.7,259608.6
2024-07-01,Jul 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,77,High,Low,15,0.2,259608.6
2024-07-31,Jul 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,72,Low,Low,15,0.0,259608.6
2024-08-30,Aug 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,54,High,Low,7,0.0,259608.6
2024-09-29,Sep 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,1,1,4.0,0,75,Medium,Low,9,0.2,259608.6
2024-10-29,Oct 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,1,1,4.0,0,14,Medium,Low,7,0.2,259608.6
2024-11-28,Nov 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,2,2,4.0,0,16,Low,Low,3,0.5,259608.6
2024-12-28,Dec 2024,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,1,1,4.0,0,54,Medium,Low,12,0.2,259608.6
2025-01-27,Jan 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,1,1,4.0,0,56,Medium,Low,6,0.2,259608.6
2025-02-26,Feb 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,2,2,4.0,0,79,Low,Low,6,0.5,259608.6
2025-03-28,Mar 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,2,2,4.0,0,35,Low,Low,1,0.5,259608.6
2025-04-27,Apr 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,62,High,Low,1,0.2,259608.6
2025-05-27,May 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,2,1,2.0,0,85,Medium,Low,1,0.5,259608.6
2025-06-26,Jun 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,73,High,Low,4,0.0,259608.6
2025-07-26,Jul 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,51,Low,Low,6,0.0,259608.6
2025-08-25,Aug 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,77,High,Low,10,0.2,259608.6
2025-09-24,Sep 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,1,2,8.0,0,80,Low,Low,2,0.2,259608.6
2025-10-24,Oct 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,1,2,8.0,0,85,Low,Low,8,0.2,259608.6
2025-11-23,Nov 2025,kr-2,Aurelle Lotte Main Seoul,South Korea,High Jewellery,Maison Panthère Necklace,2,1,1,4.0,0,26,Medium,Low,6,0.2,259608.6
2024-07-01,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,47,Low,Low,1,0.0,259608.6
2024-07-31,Jul 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,32,Low,Low,13,0.0,259608.6
2024-08-30,Aug 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,86,Low,Low,9,0.0,259608.6
2024-09-29,Sep 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,61,Low,Low,2,0.2,259608.6
2024-10-29,Oct 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,19,Low,Low,16,0.0,259608.6
2024-11-28,Nov 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,70,High,Low,12,0.0,259608.6
2024-12-28,Dec 2024,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,46,Low,Low,4,0.2,259608.6
2025-01-27,Jan 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,15,Low,Low,13,0.0,259608.6
2025-02-26,Feb 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,50,Low,Low,15,0.0,259608.6
2025-03-28,Mar 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,80,High,Low,15,0.0,259608.6
2025-04-27,Apr 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,54,Low,Low,15,0.0,259608.6
2025-05-27,May 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,69,High,Low,4,0.2,259608.6
2025-06-26,Jun 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,23,Low,Low,12,0.0,259608.6
2025-07-26,Jul 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,83,Low,Low,3,0.0,259608.6
2025-08-25,Aug 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,68,Low,Low,16,0.0,259608.6
2025-09-24,Sep 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,19,Low,Low,15,0.0,259608.6
2025-10-24,Oct 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,31,Low,Low,14,0.0,259608.6
2025-11-23,Nov 2025,sg-1,Aurelle ION Orchard Singapore,Singapore,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,76,Low,Low,2,0.0,259608.6
2024-07-01,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,2,2,1,2.0,0,43,Medium,Low,2,0.5,259608.6
2024-07-31,Jul 2024,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,2,2,2,4.0,0,18,Low,Low,9,0.5,259608.6
2024-08-30,Aug 2024,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,2,1,2,8.0,0,57,Low,Low,16,0.2,259608.6
2024-09-29,Sep 2024,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,3,2,2.9,1,60,Medium,Low,14,0.7,259608.6
2024-10-29,Oct 2024,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,2,2,4.0,1,28,Medium,Low,4,0.5,259608.6
2024-11-28,Nov 2024,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,3,2,2.9,1,41,Medium,Low,8,0.7,259608.6
2024-12-28,Dec 2024,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,4,3,3,4.3,1,65,Low,Low,3,0.7,259608.6
2025-01-27,Jan 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,4,3,4,5.7,1,52,Low,Low,15,0.7,259608.6
2025-02-26,Feb 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,4,3,4,5.7,1,38,Low,Low,13,0.7,259608.6
2025-03-28,Mar 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,2,2,4.0,1,31,Medium,Low,12,0.5,259608.6
2025-04-27,Apr 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,2,1,2,8.0,0,77,Low,Low,3,0.2,259608.6
2025-05-27,May 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,2,2,4.0,1,52,Medium,Low,15,0.5,259608.6
2025-06-26,Jun 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,2,1,2,8.0,0,49,Low,Low,1,0.2,259608.6
2025-07-26,Jul 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,2,1,1,4.0,0,85,Medium,Low,9,0.2,259608.6
2025-08-25,Aug 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,2,1,2,8.0,0,75,Low,Low,10,0.2,259608.6
2025-09-24,Sep 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,3,4,5.7,1,20,Low,Medium,8,0.7,259608.6
2025-10-24,Oct 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,3,3,4.3,1,60,Low,Low,1,0.7,259608.6
2025-11-23,Nov 2025,au-1,Aurelle Castlereagh St Sydney,Australia,High Jewellery,Maison Panthère Necklace,3,3,3,4.3,1,78,Low,Low,15,0.7,259608.6
2024-07-01,Jul 2024,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,23,Low,Low,5,0.0,259608.6
2024-07-31,Jul 2024,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,42,Low,Low,2,0.0,259608.6
2024-08-30,Aug 2024,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,73,Low,Low,4,0.0,259608.6
2024-09-29,Sep 2024,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,61,Low,Low,2,0.0,259608.6
2024-10-29,Oct 2024,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,66,Low,Low,5,0.2,259608.6
2024-11-28,Nov 2024,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,58,Low,Low,5,0.2,259608.6
2024-12-28,Dec 2024,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,83,Low,Low,5,0.0,259608.6
2025-01-27,Jan 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,61,High,Low,5,0.2,259608.6
2025-02-26,Feb 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,44,Low,Low,1,0.2,259608.6
2025-03-28,Mar 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,62,Low,Low,3,0.2,259608.6
2025-04-27,Apr 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,54,Low,Low,3,0.0,259608.6
2025-05-27,May 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,25,Low,Low,5,0.2,259608.6
2025-06-26,Jun 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,18,Low,Low,6,0.0,259608.6
2025-07-26,Jul 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,70,Low,Low,0,0.0,259608.6
2025-08-25,Aug 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,61,Low,Low,2,0.0,259608.6
2025-09-24,Sep 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,54,Low,Low,6,0.0,259608.6
2025-10-24,Oct 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,27,Low,Low,5,0.2,259608.6
2025-11-23,Nov 2025,au-2,Aurelle Collins St Melbourne,Australia,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,19,High,Low,0,0.0,259608.6
2024-07-01,Jul 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,33,Low,Low,14,0.0,259608.6
2024-07-31,Jul 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,47,Low,Low,1,0.0,259608.6
2024-08-30,Aug 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,37,Low,Low,4,0.0,259608.6
2024-09-29,Sep 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,67,Low,Low,10,0.2,259608.6
2024-10-29,Oct 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,78,High,Low,3,0.0,259608.6
2024-11-28,Nov 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,57,Low,Low,7,0.2,259608.6
2024-12-28,Dec 2024,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,34,Low,Low,15,0.2,259608.6
2025-01-27,Jan 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,31,High,Low,14,0.0,259608.6
2025-02-26,Feb 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,81,High,Low,7,0.0,259608.6
2025-03-28,Mar 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,87,High,Low,16,0.2,259608.6
2025-04-27,Apr 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,62,Low,Low,13,0.0,259608.6
2025-05-27,May 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,33,High,Low,8,0.0,259608.6
2025-06-26,Jun 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,33,Low,Low,16,0.0,259608.6
2025-07-26,Jul 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,80,Low,Low,7,0.0,259608.6
2025-08-25,Aug 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,15,Low,Low,12,0.0,259608.6
2025-09-24,Sep 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,76,High,Low,12,0.0,259608.6
2025-10-24,Oct 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,1,0,0.0,0,85,High,Low,9,0.2,259608.6
2025-11-23,Nov 2025,tw-1,Aurelle Taipei 101 Mall,Taiwan,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,49,Low,Low,13,0.2,259608.6
2024-07-01,Jul 2024,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,40,Low,Low,6,0.0,259608.6
2024-07-31,Jul 2024,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,60,Low,Low,8,0.0,259608.6
2024-08-30,Aug 2024,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,67,Low,Low,16,0.0,259608.6
2024-09-29,Sep 2024,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,44,Low,Low,6,0.2,259608.6
2024-10-29,Oct 2024,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,48,Low,Low,3,0.2,259608.6
2024-11-28,Nov 2024,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,39,Low,Low,7,0.0,259608.6
2024-12-28,Dec 2024,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,68,High,Low,9,0.0,259608.6
2025-01-27,Jan 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,75,Low,Low,3,0.2,259608.6
2025-02-26,Feb 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,38,High,Low,1,0.0,259608.6
2025-03-28,Mar 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,0,1,4.0,0,33,Low,Low,9,0.0,259608.6
2025-04-27,Apr 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,71,Low,Low,2,0.0,259608.6
2025-05-27,May 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,16,Low,Low,15,0.2,259608.6
2025-06-26,Jun 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,30,Low,Low,14,0.0,259608.6
2025-07-26,Jul 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,84,Low,Low,4,0.0,259608.6
2025-08-25,Aug 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,23,Low,Low,7,0.0,259608.6
2025-09-24,Sep 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,0,0,0.0,0,40,High,Low,2,0.0,259608.6
2025-10-24,Oct 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,56,Low,Low,16,0.2,259608.6
2025-11-23,Nov 2025,mo-1,Aurelle Wynn Palace Macau,Macau,High Jewellery,Maison Panthère Necklace,1,1,1,4.0,0,62,Low,Low,7,0.2,259608.6
2024-07-01,Jul 2024,th-1,Aurelle Siam Paragon Bangkok,Thailand,High Jewellery,Maison Panthère Necklace,0,0,0,0.0,0,36,Low,Low,2,0.0,259608.6
